1;и;
2;в;
3;не;
4;на;
5;по;
6;я;
7;быть;
8;он;
9;ему;
10;с;
11;что;
12;это;
13;этот;
14;она;
15;к;
16;но;
17;однако;aber
18;они;
19;их;
20;них;
21;мы;
22;нам;
23;нас;
24;как;
25;сколько;
26;из;
27;от;
28;у;
29;который;
30;то;
31;весь;
32;целый;
33;год;
34;так;
35;о;
36;об;
37;около;
38;для;
39;за;
40;ты;
41;тебя;
42;все;
43;тот;
44;вы;
45;человек;Mann
46;человеческий;menschliche
47;людской;
48;человека;
49;такой;
50;его;
51;сказать;
52;рассказать;sagen
53;только;
54;лишь;
55;или;
56;еще;
57;ещё не;
58;один;
59;одна;
60;уже;
61;до;
62;перед;vor
63;прежде чем;
64;время;Zeit
65;раз;
66;срок;
67;если;
68;ли;
69;когда;
70;при;
71;другой;
72;говорить;reden
73;поговорить;reden
74;разговаривать;reden
75;наш;
76;нашей;
77;мой;
78;знать;wissen
79;узнать;wissen
80;понимать;verstehen
81;стать;sein
82;становиться;
83;дело;Fall
84;бизнес;Geschäft
85;жизнь;Leben
86;кто;
87;первый;
88;впервые;
89;сначала;
90;очень;
91;весьма;
92;два;
93;двух;
94;день;
95;днем;
96;сутки;
97;ее;
98;новый;
99;рука;Hand
100;ручной;manuell
101;даже;
102;вообще;
103;как только;
104;однажды;eines Tages
105;где;
106;куда;
107;там;
108;под;
109;согласно;
110;можно;
111;мочь;
112;какой;
113;после;
114;спустя;
115;свое;
116;работа;Arbeit
117;работать;arbeiten
118;деятельность;
119;без;
120;отсутствие;Abwesenheit
121;самый;
122;потом;
123;надо;
124;хотеть;wollen
125;захотеть;
126;слово;Wort
127;идти;gehen
128;пойти;
129;поехать;gehen
130;большой;groß
131;крупный;
132;должен;
133;должно;
134;место;Ort
135;дом;Haus
136;квартира;Wohnung
137;иметь;haben
138;ничто;
139;ничего;
140;ничего не;
141;сейчас;
142;теперь;
143;тут;
144;здесь;
145;сюда;hier
146;лицо;Gesicht
147;сталкиваться с;
148;столкнуться с;
149;каждый;
150;друг;
151;подруга;
152;подругой;
153;нет;
154;ни;
155;глаз;Auge
156;око;
157;тоже;auch
158;слишком;
159;тогда;dann
160;затем;
161;видеть;sehen
162;увидеть;sehen
163;посмотреть;sehen
164;вопрос;Frage
165;сомнение;Zweifel
166;через;durch
167;между;zwischen
168;да;
169;палата;Zimmer
170;домой;
171;потому;
172;сторона;Seite
173;бок;
174;какой-то;
175;думать;denken
176;считать;zählen
177;сделать;tun
178;делать;tun
179;страна;Land
180;жить;leben
181;живой;lebend
182;проживать;
183;мир;Welt
184;мирный;friedlich
185;мирных;
186;последний;letzte
187;прошлый;
188;случай;Fall
189;голова;Kopf
190;глава;Kapitel
191;руководитель;Leiter
192;более;viel
193;больше;
194;что-то;
195;смотреть;sehen
196;ребенок;Kind
197;дитя;Kind
198;детская;
199;просто;nur
200;конечно;
201;безусловно;natürlich
202;несомненно;zweifellos
203;сила;Macht
204;заставить;zwingen
205;российский;
206;русский;
207;конец;
208;прекращение;Ende
209;впереди;
210;спереди;
211;несколько;
212;ряд;Reihe
213;вид;Art
214;мнение;Meinung
215;взгляд;Blick
216;система;System
217;системный;
218;всегда;immer
219;постоянно;ständig
220;вечно;ewig
221;три;
222;трех;
223;тремя;
224;понять;verstehen
225;часть;Teil
226;участие;Teil
227;спросить;fragen
228;просить;bitten
229;попросить;bitten
230;город;Stadt
231;городок;Stadt
232;городской;städtisch
233;дать;geben
234;давать;geben
235;отдать;geben
236;также;auch
237;кроме того;
238;никто;niemand
239;получить;bekommen
240;получать;bekommen
241;отношение;Einstellung
242;позиция;Position
243;подход;Ansatz
244;второй;
245;секунда;
246;во-вторых;
247;именно;
248;точно;genau
249;совсем;
250;ваш;
251;твой;
252;хотя;
253;несмотря;
254;сидеть;sitzen
255;сесть;sitzen
256;садиться;setzen
257;над;
258;выше;höher
259;женщина;
260;жена;Frau
261;оказаться;landen
262;взять;nehmen
263;принять;akzeptieren
264;принимать;nehmen
265;приходить;kommen
266;прийти;
267;появляться;auftauchen
268;появиться;auftauchen
269;казаться;erscheinen
270;деньги;Geld
271;почему;
272;зачем;
273;вдруг;plötzlich
274;внезапно;plötzlich
275;неожиданно;plötzlich
276;любить;lieben
277;любовь;Liebe
278;нравиться;mögen
279;стоить;kosten
280;почти;fast
281;практически;fast
282;чуть не;
283;земля;Erde
284;общий;gemeinsam
285;генерал;
286;генеральный;
287;машина;Auto
288;автомобиль;Auto
289;автомобильный;
290;вместе с тем;
291;тем не менее;
292;сразу;sofort
293;хорошо;
294;вода;Wasser
295;водный;
296;отец;
297;папаша;
298;высокий;groß
299;остаться;bleiben
300;оставаться;bleiben
301;выйти;rausgehen
302;много;
303;намного;
304;проблема;Problem
305;начать;anfangen
306;начаться;beginnen
307;начинать;anfangen
308;хороший;
309;добрый;
310;отличный;gut
311;час;Stunde
312;часок;
313;сегодня;
314;сегодняшний день;
315;право;Recht
316;правый;
317;прямо;
318;нога;Bein
319;ножка;
320;главный;
321;основной;
322;решение;Entscheidung
323;урегулирование;Beilegung
324;раствор;Lösung
325;дверь;Tür
326;дверца;
327;показаться;erscheinen
328;образ;
329;изображение;Bild
330;имидж;
331;писать;schreiben
332;написать;schreiben
333;записать;aufschreiben
334;история;Geschichte
335;исторический;historisch
336;лучший;
337;наилучший;
338;лучше;
339;власть;Macht
340;держава;
341;закон;Gesetz
342;законодательство;Gesetz
343;война;Krieg
344;военный;militärisch
345;бог;
346;голос;
347;голосовой;
348;глас;
349;находить ;
350;поэтому;also
351;таким образом;
352;следовательно;
353;стоять;stehen
354;встать;aufstehen
355;в целом;
356;как правило;
357;обычно;normalerweise
358;тысяча;tausend
359;вместе;zusammen
360;совместный;gemeinsam
361;сообща;
362;маленький;klein
363;небольшой;
364;малый;Kerl
365;книга;Buch
366;книжный;
367;книжка;Buch
368;некоторый;
369;решить;lösen
370;решать;entscheiden
371;принять решение;
372;любой;jeder
373;возможность;Möglichkeit
374;результат;Ergebnis
375;следствие;
376;приводить;
377;ночь;Nacht
378;вечер;Abend
379;ночной;
380;стол;Tisch
381;таблица;Tabelle
382;столик;Tisch
383;никогда;nie
384;никогда не;
385;ни разу не;
386;имя;
387;название;
388;звать;nennen
389;область;Bereich
390;регион;Region
391;район;Gegend
392;молодой;jung
393;юный;junge
394;пройти;gehen
395;проходить;
396;например;
397;к примеру;
398;статья;Artikel
399;оно;
400;число;
401;количество;
402;компания;Firma
403;предприятие;Unternehmen
404;фирма;
405;государственный;staatliche
406;государство;Staat
407;штат;
408;полный;voll
409;полностью;vollständig
410;народ;Volk
411;люди;Leute
412;никакой;
413;супруга;Ehefrau
414;настоящий;echt
415;реальный;echte
416;всякий;
417;группа;Gruppe
418;развитие;Entwicklung
419;разработка;Entwicklung
420;процесс;Prozess
421;процедура;Verfahren
422;суд;Gericht
423;судебный;
424;ответить;antworten
425;ответ;Antwort
426;старый;Alter
427;прежний;
428;условие;Bedingung
429;состояние;Zustand
430;средство;Mittel
431;средства;
432;помнить;erinnern
433;вспомнить;erinnern
434;запомнить;merken
435;начало;Anfang
436;ждать;warten
437;подождать;warten
438;свет;Licht
439;легкое;Lunge
440;путь;Weg
441;способ;Weg
442;душа;Seele
443;соул;
444;нужно;müssen
445;необходимый;erforderlich
446;необходимой;
447;разный;unterschiedlich
448;различный;unterschiedlich
449;уровень;Ebene
450;объем;Volumen
451;степень;Abschluss
452;иной;
453;форма;Form
454;образовать;bilden
455;связь;Verbindung
456;подключение;
457;соединение;Verbindung
458;минута;
459;минутка;Minute
460;кроме;
461;находиться;sein
462;опять;wieder
463;снова;wieder
464;вновь;wieder
465;белый;
466;белая;
467;собственный;
468;улица;Straße
469;уличный;
470;стрит;
471;черный;
472;черная;
473;чернокожий;
474;вечерний;
475;основный;
476;базовый;
477;качество;Qualität
478;качественного;
479;мысль;Gedanke
480;думал;
481;подумал;
482;дорога;Straße
483;мать;
484;матерь;
485;мати;
486;действие;Aktion
487;мера;Maßnahme
488;месяц;Monat
489;месячный;
490;язык;Sprache
491;языковой;
492;формулировка;Formulierung
493;зрение;
494;мама;
495;играть;spielen
496;сыграть;spielen
497;игра;Spiel
498;далекий;
499;лежать;liegen
500;ложь;Lüge
501;врать;
502;лгать;lügen
503;век;Jahrhundert
504;столетие;Jahrhundert
505;школа;Schule
506;учебный;
507;цель;Ziel
508;гол;
509;среди;unter
510;общество;Gesellschaft
511;сообщество;Gemeinschaft
512;выглядеть;aussehen
513;активность;Aktivität
514;мероприятие;Veranstaltung
515;организация;Organisation
516;кто-то;
517;вернуться;zurückkehren
518;возвращение;
519;вернуть;zurückbringen
520;президент;
521;председатель;Vorsitzender
522;комната;Zimmer
523;номер;Nummer
524;зал;Saal
525;порядок;Ordnung
526;приказ;Befehl
527;заказ;Bestellung
528;момент;Moment
529;мгновение;
530;театр;Theater
531;следовать;folgen
532;последовать;
533;следить за;
534;читать;lesen
535;прочитать;lesen
536;прочесть;lesen
537;письмо;Brief
538;буква;Buchstabe
539;послание;Nachricht
540;подобный;
541;следующий;nächster
542;ближайший;
543;утро;Morgen
544;утренний;
545;особенно;besonders
546;помощь;Hilfe
547;помочь;helfen
548;помогать;helfen
549;ситуация;Situation
550;положение;Position
551;обстановка;Umgebung
552;роль;Rolle
553;функция;Funktion
554;ходить;gehen
555;ходьба;
556;рубль;
557;рублем;
558;смысл;Sinn
559;называть;nennen
560;позвонить;anrufen
561;призывать;
562;рядом;neben
563;апартамент;
564;назад;
565;обратно;zurück
566;равный;
567;равенство;Gleichheit
568;из-за;
569;орган;
570;органный;
571;органные;
572;внимание;Aufmerksamkeit
573;сведения;Informationen
574;тело;Körper
575;организм;
576;труд;Arbeit
577;сын;
578;сынъ;
579;сынок;
580;пять;
581;пяти;
582;пятью;
583;смерть;Tod
584;гибель;Tod
585;смертный;Sterbliche
586;рынок;Markt
587;программа;Programm
588;передача;Übertragung
589;задача;Aufgabe
590;задание;Mission
591;предпринимательство;
592;известный;bekannt
593;окно;Fenster
594;стекло;Glas
595;вести;fahren
596;новость;Nachricht
597;воинский;
598;армия;Armee
599;разговор;Gespräch
600;показать;zeigen
601;показывать;zeigen
602;правительство;Regierung
603;важный;wichtig
604;важное значение;
605;семья;Familie
606;семейный;
607;семейство;
608;великий;große
609;производство;Produktion
610;производственный;
611;продукция;
612;простой;einfach
613;третий;
614;в-третьих;
615;насколько;
616;как сильно;
617;огромный;riesig
618;колоссальный;riesig
619;давно;
620;давным-давно;
621;политический;politische
622;политической;
623;информация;Information
624;информационный;
625;действительно;
626;правда;
627;должность;Post
628;поставить;setzen
629;положить;legen
630;надеть;tragen
631;бояться;fürchten
632;наконец;endlich
633;наконец-то;endlich
634;центр;Zentrum
635;центральный;
636;происходить;passieren
637;произойти;passieren
638;иметь место;
639;муж;Mann
640;супруг;
641;муженек;
642;автор;Autor
643;писатель;Schriftsteller
644;писательница;
645;стена;Mauer
646;стенка;Wand
647;существовать;existieren
648;иметься;
649;интерес;Interesse
650;заинтересованность;
651;федерация;
652;правило;Regel
653;норма;
654;оба;
655;обоих;beide
656;часто;oft
657;зачастую;oft
658;нередко;
659;московский;
660;управление;Amt
661;руководство;Führung
